number_of_packets,average_packet_length,number_of_unique_dests,TCP_protocol_count,UDP_protocol_count,Packet_length_variance,Inter_arrival_time_variance,label
3,218.33,2,3,0,24722.33,0.04,messaging
5,307.6,2,5,0,52887.3,1.91,messaging
2,292.0,2,2,0,20808.0,0.86,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,289.5,2,2,0,840.5,1.03,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,198.5,2,2,0,12.5,5.99,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,273.5,2,2,0,0.5,1.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,197.5,2,2,0,4.5,5.94,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.33,2,3,0,18332.33,0.7,messaging
2,191.5,2,2,0,0.5,5.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.0,2,3,0,18517.0,0.7,messaging
2,195.5,2,2,0,24.5,5.84,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,200.33,2,3,0,19292.33,0.69,messaging
2,192.0,2,2,0,18.0,5.9,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18664.33,0.7,messaging
2,197.0,2,2,0,8.0,5.81,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18096.33,0.71,messaging
14,286.0,2,12,2,221056.92,0.07,messaging
2,206.0,2,2,0,162.0,0.58,messaging
3,349.0,2,3,0,161911.0,0.0,messaging
3,163.0,2,3,0,12537.0,2.16,messaging
3,217.67,2,3,0,24376.33,0.0,messaging
3,144.0,2,3,0,8113.0,7.62,messaging
3,198.0,2,3,0,18727.0,0.0,messaging
3,142.0,2,3,0,7807.0,7.61,messaging
3,199.0,2,3,0,18967.0,0.0,messaging
3,139.67,2,3,0,7452.33,7.54,messaging
3,194.67,2,3,0,17957.33,0.0,messaging
3,144.67,2,3,0,8220.33,7.61,messaging
3,195.67,2,3,0,18186.33,0.0,messaging
5,342.2,2,5,0,48142.2,2.5,messaging
2,298.0,2,2,0,648.0,0.49,messaging
4,169.75,2,4,0,27550.92,0.0,messaging
2,273.0,2,2,0,2.0,11.55,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.33,2,3,0,8482.33,0.01,messaging
5,197.8,2,5,0,9245.7,4.31,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,268.0,2,2,0,18.0,11.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8176.33,0.01,messaging
5,279.4,2,5,0,70711.8,2.91,messaging
3,280.67,2,3,0,48340.33,0.2,messaging
2,220.0,2,2,0,1800.0,0.97,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.0,2,3,0,18256.0,4.03,messaging
2,197.0,2,2,0,2.0,0.96,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.0,2,3,0,18493.0,4.08,messaging
2,195.5,2,2,0,12.5,0.93,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.33,2,3,0,17649.33,4.08,messaging
3,144.67,2,3,0,8225.33,0.6,messaging
3,193.67,2,3,0,17722.33,4.11,messaging
5,288.4,2,5,0,82823.3,0.01,messaging
3,144.33,2,3,0,8170.33,0.04,messaging
4,380.5,2,4,0,23467.0,0.43,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,203.0,2,3,0,19969.0,0.08,messaging
3,155.67,2,3,0,10166.33,2.86,messaging
3,213.33,2,3,0,23017.33,1.22,messaging
3,143.0,2,3,0,7957.0,2.85,messaging
3,194.67,2,3,0,17957.33,1.23,messaging
3,141.0,2,3,0,7651.0,2.85,messaging
3,196.0,2,3,0,18268.0,1.24,messaging
3,145.0,2,3,0,8269.0,2.84,messaging
3,196.0,2,3,0,18261.0,1.25,messaging
3,145.0,2,3,0,8271.0,2.82,messaging
3,196.0,2,3,0,18261.0,1.24,messaging
3,143.0,2,3,0,7957.0,2.84,messaging
3,198.0,2,3,0,18748.0,1.24,messaging
3,142.67,2,3,0,7909.33,2.86,messaging
3,195.33,2,3,0,18100.33,1.26,messaging
3,141.67,2,3,0,7772.33,2.84,messaging
3,195.67,2,3,0,18174.33,1.27,messaging
3,141.67,2,3,0,7752.33,2.82,messaging
3,200.0,2,3,0,19209.0,1.25,messaging
3,143.67,2,3,0,8060.33,2.83,messaging
3,195.67,2,3,0,18230.33,1.26,messaging
3,141.33,2,3,0,7702.33,2.82,messaging
3,194.67,2,3,0,17942.33,1.25,messaging
3,143.33,2,3,0,8017.33,2.82,messaging
3,199.33,2,3,0,19049.33,1.26,messaging
3,144.33,2,3,0,8164.33,2.81,messaging
3,267.33,2,3,0,48760.33,1.26,messaging
3,140.0,2,3,0,7504.0,2.82,messaging
3,229.0,2,3,0,29143.0,1.26,messaging
3,142.67,2,3,0,7906.33,2.81,messaging
3,197.33,2,3,0,18569.33,1.27,messaging
3,141.67,2,3,0,7754.33,2.78,messaging
3,194.67,2,3,0,17957.33,1.28,messaging
3,143.67,2,3,0,8060.33,2.8,messaging
3,199.0,2,3,0,18981.0,1.26,messaging
3,143.0,2,3,0,7963.0,2.81,messaging
3,197.0,2,3,0,18493.0,1.27,messaging
3,143.0,2,3,0,7957.0,2.77,messaging
3,196.0,2,3,0,18253.0,1.29,messaging
3,145.67,2,3,0,8394.33,2.72,messaging
3,192.0,2,3,0,17332.0,1.31,messaging
3,153.67,2,3,0,9872.33,2.72,messaging
3,197.33,2,3,0,18574.33,1.31,messaging
3,142.33,2,3,0,7854.33,2.73,messaging
3,197.0,2,3,0,18487.0,1.29,messaging
3,143.0,2,3,0,7959.0,2.76,messaging
4,397.25,2,4,0,53931.58,0.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,275.5,2,2,0,40.5,0.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,233.33,2,3,0,32002.33,4.02,messaging
2,276.0,2,2,0,8.0,0.98,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,149.67,2,3,0,9022.33,4.03,messaging
2,271.5,2,2,0,40.5,1.0,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8337.33,4.01,messaging
3,215.67,2,3,0,24136.33,0.66,messaging
8,249.0,2,8,0,78639.71,1.49,messaging
3,280.67,2,3,0,48201.33,0.59,messaging
3,145.67,2,3,0,8376.33,0.59,messaging
3,198.67,2,3,0,18897.33,4.19,messaging
3,170.0,2,3,0,14275.0,0.58,messaging
3,195.0,2,3,0,18025.0,4.19,messaging
3,142.67,2,3,0,7906.33,0.56,messaging
3,196.33,2,3,0,18342.33,4.22,messaging
3,142.0,2,3,0,7828.0,0.56,messaging
3,196.0,2,3,0,18261.0,4.22,messaging
3,143.0,2,3,0,7959.0,0.56,messaging
4,382.75,2,4,0,45592.92,0.12,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,204.0,2,3,0,20341.0,0.21,messaging
3,245.0,2,3,0,55699.0,3.49,messaging
3,198.0,2,3,0,18787.0,0.87,messaging
3,145.33,2,3,0,8325.33,3.46,messaging
3,193.67,2,3,0,17710.33,0.89,messaging
3,144.0,2,3,0,8116.0,3.41,messaging
19,337.95,2,19,0,168297.72,0.06,messaging
3,195.0,2,3,0,18039.0,0.11,messaging
3,144.67,2,3,0,8220.33,3.37,messaging
3,193.0,2,3,0,17563.0,0.93,messaging
5,272.4,2,5,0,66940.8,0.0,messaging
3,155.67,2,3,0,10340.33,0.12,messaging
3,281.0,2,3,0,49567.0,5.41,messaging
5,97.6,2,5,0,1036.8,0.0,messaging
3,144.67,2,3,0,8217.33,0.19,messaging
3,196.33,2,3,0,18332.33,5.47,messaging
3,142.0,2,3,0,7828.0,0.22,messaging
3,193.33,2,3,0,17649.33,5.44,messaging
3,142.0,2,3,0,7804.0,0.22,messaging
3,195.0,2,3,0,18021.0,5.46,messaging
3,144.33,2,3,0,8164.33,0.21,messaging
3,195.33,2,3,0,18096.33,5.47,messaging
5,316.8,2,5,0,52984.2,0.03,messaging
3,189.0,2,3,0,21763.0,0.03,messaging
3,197.0,2,3,0,18499.0,1.75,messaging
3,254.33,2,3,0,58324.33,2.2,messaging
3,198.33,2,3,0,18858.33,1.7,messaging
5,273.6,2,5,0,66062.3,0.03,messaging
3,163.0,2,3,0,12049.0,0.14,messaging
3,207.0,2,3,0,21099.0,4.6,messaging
3,142.0,2,3,0,7807.0,0.43,messaging
3,197.67,2,3,0,18646.33,4.63,messaging
3,143.67,2,3,0,8062.33,0.41,messaging
3,196.33,2,3,0,18332.33,4.67,messaging
3,145.33,2,3,0,8337.33,0.41,messaging
3,194.33,2,3,0,17906.33,4.7,messaging
3,141.33,2,3,0,7705.33,0.4,messaging
3,194.33,2,3,0,17866.33,4.71,messaging
3,163.67,2,3,0,12070.33,0.39,messaging
3,198.0,2,3,0,18727.0,4.7,messaging
3,141.67,2,3,0,7758.33,0.4,messaging
3,195.67,2,3,0,18176.33,4.72,messaging
5,253.4,2,5,0,46139.8,0.03,messaging
3,145.33,2,3,0,8322.33,0.51,messaging
2,305.5,2,2,0,1200.5,5.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,379.5,2,4,0,40920.33,0.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,300.0,2,2,0,19208.0,0.69,messaging
4,171.25,2,4,0,23808.92,0.0,messaging
2,193.5,2,2,0,12.5,11.8,messaging
4,159.5,2,4,0,19041.0,0.0,messaging
2,197.0,2,2,0,2.0,11.86,messaging
4,155.75,2,4,0,17865.58,0.0,messaging
2,194.0,2,2,0,2.0,11.79,messaging
4,158.5,2,4,0,18723.67,0.0,messaging
2,195.5,2,2,0,4.5,11.74,messaging
4,156.0,2,4,0,17952.0,0.0,messaging
5,308.4,2,5,0,51239.3,2.42,messaging
3,199.67,2,3,0,26260.33,0.51,messaging
3,203.67,2,3,0,20300.33,4.45,messaging
3,280.0,2,3,0,63364.0,0.47,messaging
3,207.0,2,3,0,21157.0,4.48,messaging
3,144.0,2,3,0,8113.0,0.47,messaging
2,276.0,2,2,0,32.0,6.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7969.0,0.45,messaging
2,273.5,2,2,0,4.5,6.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.0,2,3,0,7828.0,0.46,messaging
2,271.0,2,2,0,8.0,6.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.67,2,3,0,8700.33,0.46,messaging
2,276.0,2,2,0,50.0,6.92,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7963.0,0.44,messaging
2,274.0,2,2,0,50.0,6.98,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8008.33,0.43,messaging
3,194.33,2,3,0,17866.33,4.64,messaging
3,142.0,2,3,0,7807.0,0.42,messaging
5,317.4,2,5,0,119313.3,1.79,messaging
3,222.0,2,3,0,26068.0,0.14,messaging
3,145.0,2,3,0,8271.0,6.12,messaging
3,198.67,2,3,0,18881.33,0.11,messaging
4,394.0,2,4,0,48346.0,0.08,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,285.0,2,2,0,578.0,0.48,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,234.0,2,3,0,30531.0,2.16,messaging
2,292.5,2,2,0,760.5,2.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,271.0,2,5,0,67457.5,0.46,messaging
2,341.0,2,2,0,128.0,5.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.0,2,3,0,8427.0,0.1,messaging
2,275.5,2,2,0,0.5,9.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.67,2,3,0,8380.33,0.1,messaging
2,275.0,2,2,0,8.0,9.39,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8017.33,0.1,messaging
8,288.38,2,8,0,61055.41,2.33,messaging
3,205.0,2,3,0,30121.0,0.05,messaging
3,205.33,2,3,0,20757.33,0.14,messaging
3,143.67,2,3,0,8062.33,5.91,messaging
3,225.67,2,3,0,27414.33,0.14,messaging
5,278.6,2,5,0,75136.3,3.49,messaging
3,239.67,2,3,0,30206.33,0.14,messaging
3,145.0,2,3,0,8269.0,0.07,messaging
3,219.33,2,3,0,25564.33,6.43,messaging
3,144.33,2,3,0,8164.33,0.07,messaging
3,198.67,2,3,0,18890.33,6.42,messaging
3,143.33,2,3,0,8008.33,0.07,messaging
3,204.33,2,3,0,20526.33,6.47,messaging
3,144.33,2,3,0,8170.33,0.06,messaging
3,254.0,2,3,0,42091.0,6.48,messaging
3,163.67,2,3,0,12282.33,0.07,messaging
3,195.0,2,3,0,18031.0,6.5,messaging
3,144.0,2,3,0,8113.0,0.06,messaging
3,193.33,2,3,0,17649.33,6.53,messaging
3,143.67,2,3,0,8066.33,0.06,messaging
3,197.67,2,3,0,18650.33,6.57,messaging
3,142.0,2,3,0,7819.0,0.06,messaging
3,191.67,2,3,0,17254.33,6.58,messaging
3,144.33,2,3,0,8170.33,0.06,messaging
5,298.6,2,5,0,81369.3,1.95,messaging
3,145.33,2,3,0,8325.33,0.09,messaging
3,304.33,2,3,0,54044.33,0.15,messaging
3,147.33,2,3,0,8665.33,5.82,messaging
3,197.33,2,3,0,18569.33,0.16,messaging
3,144.33,2,3,0,8164.33,5.77,messaging
2,274.0,2,2,0,2.0,0.27,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.67,2,3,0,7752.33,5.72,messaging
2,272.5,2,2,0,24.5,0.28,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.67,2,3,0,7752.33,5.68,messaging
2,401.0,2,2,0,32258.0,0.3,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,159.67,2,3,0,11390.33,5.63,messaging
3,196.33,2,3,0,18342.33,0.19,messaging
3,143.33,2,3,0,8009.33,5.56,messaging
3,199.67,2,3,0,19150.33,0.19,messaging
3,142.33,2,3,0,7860.33,5.57,messaging
3,196.33,2,3,0,18360.33,0.19,messaging
3,144.67,2,3,0,8216.33,5.6,messaging
3,194.0,2,3,0,17803.0,0.19,messaging
3,144.33,2,3,0,8164.33,5.56,messaging
3,274.0,2,3,0,55228.0,0.19,messaging
3,140.33,2,3,0,7592.33,5.58,messaging
1,274.0,1,1,0,0.0,0.0,messaging
2,230.0,2,2,0,72200.0,0.0,messaging
3,143.0,2,3,0,7963.0,5.63,messaging
3,196.0,2,3,0,18256.0,0.2,messaging
4,414.75,2,4,0,70698.92,0.85,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,212.33,2,3,0,23266.33,0.18,messaging
3,292.67,2,3,0,56344.33,0.56,messaging
3,211.33,2,3,0,22185.33,4.23,messaging
3,148.0,2,3,0,8749.0,0.55,messaging
3,194.0,2,3,0,17823.0,4.24,messaging
3,145.33,2,3,0,8325.33,0.54,messaging
3,193.67,2,3,0,17730.33,4.28,messaging
3,144.33,2,3,0,8170.33,0.54,messaging
3,194.67,2,3,0,17945.33,4.27,messaging
3,145.0,2,3,0,8269.0,0.53,messaging
3,194.67,2,3,0,17966.33,4.27,messaging
3,145.67,2,3,0,8374.33,0.54,messaging
5,271.4,2,5,0,66346.3,1.98,messaging
3,194.33,2,3,0,17870.33,0.05,messaging
4,413.25,2,4,0,66064.92,1.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,297.0,2,2,0,20000.0,1.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,170.6,2,5,0,5377.3,0.05,messaging
2,314.5,2,2,0,4140.5,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,173.0,2,3,0,13867.0,0.1,messaging
2,393.5,2,2,0,26220.5,9.35,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.0,2,3,0,8443.0,0.1,messaging
2,407.5,2,2,0,34060.5,9.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.67,2,3,0,8700.33,0.1,messaging
2,276.5,2,2,0,0.5,9.31,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7957.0,0.11,messaging
2,273.5,2,2,0,24.5,9.43,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8060.33,0.1,messaging
2,277.5,2,2,0,40.5,9.41,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8166.33,0.09,messaging
2,271.0,2,2,0,8.0,9.53,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8060.33,0.09,messaging
2,287.0,2,2,0,648.0,0.19,messaging
3,305.67,2,3,0,78374.33,0.0,messaging
3,199.33,2,3,0,19065.33,0.09,messaging
5,352.4,2,5,0,88153.3,0.05,messaging
2,195.0,2,2,0,32.0,2.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,208.0,2,3,0,21529.0,1.42,messaging
2,222.5,2,2,0,1404.5,3.92,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.0,2,3,0,18039.0,1.45,messaging
2,197.0,2,2,0,2.0,3.89,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.33,2,3,0,18566.33,1.45,messaging
2,191.0,2,2,0,32.0,3.85,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18433.33,1.45,messaging
2,195.5,2,2,0,40.5,3.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18424.33,1.45,messaging
2,195.0,2,2,0,8.0,3.9,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,318.4,2,5,0,64620.8,0.68,messaging
3,196.33,2,3,0,18342.33,1.04,messaging
2,539.5,2,2,0,14964.5,0.66,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,208.0,2,3,0,21232.0,4.6,messaging
2,198.0,2,2,0,50.0,0.68,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18100.33,4.59,messaging
2,196.5,2,2,0,12.5,0.66,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.0,2,3,0,18487.0,4.62,messaging
2,198.5,2,2,0,12.5,0.66,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.67,2,3,0,17942.33,4.62,messaging
2,108.0,2,0,2,2738.0,0.08,messaging
2,196.5,2,2,0,0.5,0.28,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,224.2,2,5,0,10623.7,2.75,messaging
3,392.0,2,3,0,101028.0,0.0,messaging
2,201.5,2,2,0,40.5,0.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,279.2,2,5,0,77805.7,1.87,messaging
3,214.33,2,3,0,23174.33,0.05,messaging
3,144.33,2,3,0,8170.33,3.38,messaging
3,253.67,2,3,0,41550.33,0.92,messaging
3,143.67,2,3,0,8060.33,3.37,messaging
3,199.67,2,3,0,19120.33,0.94,messaging
3,141.67,2,3,0,7754.33,3.37,messaging
3,195.0,2,3,0,18019.0,0.94,messaging
3,144.0,2,3,0,8121.0,3.34,messaging
5,268.8,2,5,0,67851.7,0.32,messaging
3,215.67,2,3,0,23744.33,0.04,messaging
3,144.33,2,3,0,8164.33,0.88,messaging
3,240.0,2,3,0,35329.0,3.46,messaging
3,157.33,2,3,0,10614.33,0.89,messaging
3,245.33,2,3,0,36805.33,3.5,messaging
3,140.0,2,3,0,7504.0,0.87,messaging
3,199.33,2,3,0,19044.33,3.47,messaging
7,213.86,2,7,0,16869.48,0.38,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,167.33,2,3,0,13249.33,1.39,messaging
3,282.0,2,3,0,57148.0,0.32,messaging
3,141.0,2,3,0,7651.0,4.95,messaging
3,219.0,2,3,0,25153.0,0.33,messaging
3,145.67,2,3,0,8374.33,4.95,messaging
3,199.0,2,3,0,18961.0,0.33,messaging
3,149.0,2,3,0,8913.0,4.94,messaging
3,196.0,2,3,0,18253.0,0.33,messaging
3,146.33,2,3,0,8480.33,4.97,messaging
3,196.67,2,3,0,18424.33,0.34,messaging
5,282.2,2,5,0,72882.2,2.21,messaging
2,192.5,2,2,0,0.5,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,208.67,2,3,0,21561.33,0.42,messaging
2,196.0,2,2,0,2.0,7.04,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.0,2,3,0,18021.0,0.41,messaging
2,195.0,2,2,0,32.0,7.0,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,199.0,2,3,0,18973.0,0.42,messaging
2,198.5,2,2,0,4.5,7.02,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.33,2,3,0,18350.33,0.42,messaging
5,336.6,2,5,0,74601.3,0.54,messaging
2,277.5,2,2,0,60.5,1.11,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,340.5,2,2,0,41184.5,0.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,331.0,2,2,0,7200.0,9.87,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,195.5,2,2,0,40.5,0.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,269.5,2,2,0,0.5,9.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,199.0,2,2,0,18.0,0.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,287.2,2,5,0,80505.2,1.8,messaging
2,384.0,2,2,0,882.0,0.92,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.67,2,3,0,8696.33,0.63,messaging
2,287.0,2,2,0,722.0,5.35,messaging
3,355.67,2,3,0,77490.33,0.0,messaging
3,145.0,2,3,0,8271.0,0.82,messaging
3,219.0,2,3,0,25153.0,0.05,messaging
3,145.0,2,3,0,8271.0,6.67,messaging
3,195.0,2,3,0,18031.0,0.05,messaging
3,144.33,2,3,0,8166.33,6.64,messaging
3,197.0,2,3,0,18507.0,0.05,messaging
5,301.6,2,5,0,46791.3,0.56,messaging
2,295.0,2,2,0,1058.0,0.28,messaging
1,40.0,1,1,0,0.0,0.0,messaging
7,254.71,2,7,0,14693.57,0.5,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.0,2,3,0,18039.0,0.03,messaging
3,145.67,2,3,0,8386.33,6.57,messaging
3,199.33,2,3,0,19041.33,0.06,messaging
3,144.0,2,3,0,8113.0,6.55,messaging
3,197.0,2,3,0,18487.0,0.06,messaging
3,144.33,2,3,0,8164.33,6.57,messaging
3,194.67,2,3,0,17942.33,0.06,messaging
4,375.5,2,4,0,35447.0,1.19,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.33,2,3,0,17920.33,0.04,messaging
3,243.67,2,3,0,54062.33,0.99,messaging
3,224.0,2,3,0,27601.0,3.26,messaging
3,142.33,2,3,0,7854.33,0.99,messaging
3,195.67,2,3,0,18246.33,3.26,messaging
3,145.33,2,3,0,8321.33,0.98,messaging
3,195.33,2,3,0,18097.33,3.29,messaging
4,365.25,2,4,0,29070.92,0.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
6,210.83,2,6,0,22198.17,0.02,messaging
5,262.0,2,5,0,17707.5,0.03,messaging
3,194.67,2,3,0,17957.33,0.04,messaging
2,272.5,2,2,0,12.5,0.61,messaging
3,253.67,2,3,0,42796.33,0.0,messaging
3,192.67,2,3,0,17481.33,0.2,messaging
3,145.33,2,3,0,8321.33,1.28,messaging
2,216.0,2,2,0,200.0,0.29,messaging
3,354.67,2,3,0,176022.33,0.0,messaging
6,204.5,2,6,0,28073.9,0.69,messaging
6,171.17,2,6,0,11627.37,3.93,messaging
6,168.33,2,6,0,11365.87,3.92,messaging
6,169.33,2,6,0,11349.47,3.94,messaging
2,278.0,2,2,0,72.0,0.03,messaging
3,332.33,2,3,0,105914.33,0.0,messaging
3,209.67,2,3,0,22142.33,4.89,messaging
3,354.67,2,3,0,78750.33,0.13,messaging
5,285.2,2,5,0,77671.7,0.94,messaging
3,161.33,2,3,0,11882.33,0.39,messaging
2,290.0,2,2,0,8.0,0.39,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8337.33,5.32,messaging
2,316.5,2,2,0,3784.5,0.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8337.33,5.27,messaging
2,373.0,2,2,0,20402.0,0.4,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,215.0,2,3,0,34959.0,5.29,messaging
2,276.0,2,2,0,50.0,0.42,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,296.0,2,5,0,92966.0,0.46,messaging
2,280.5,2,2,0,0.5,5.62,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,152.0,2,3,0,9472.0,0.18,messaging
2,280.5,2,2,0,0.5,8.64,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.67,2,3,0,8533.33,0.17,messaging
5,290.8,2,5,0,38496.7,2.79,messaging
3,169.67,2,3,0,14170.33,0.39,messaging
3,200.0,2,3,0,19236.0,0.44,messaging
8,268.75,2,8,0,111554.5,1.68,messaging
3,206.67,2,3,0,20933.33,0.35,messaging
2,193.0,2,2,0,0.0,4.21,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.33,2,3,0,18332.33,1.3,messaging
2,195.5,2,2,0,4.5,4.17,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.0,2,3,0,18261.0,1.29,messaging
2,199.5,2,2,0,84.5,4.19,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18105.33,1.3,messaging
5,279.6,2,5,0,68602.8,1.19,messaging
3,162.0,2,3,0,12252.0,0.21,messaging
3,204.33,2,3,0,20410.33,0.78,messaging
3,144.0,2,3,0,8113.0,3.71,messaging
3,194.67,2,3,0,17950.33,0.78,messaging
3,143.67,2,3,0,8060.33,3.68,messaging
3,197.33,2,3,0,18569.33,0.79,messaging
3,142.67,2,3,0,7906.33,3.66,messaging
3,196.67,2,3,0,18409.33,0.81,messaging
3,162.67,2,3,0,12069.33,3.6,messaging
5,282.0,2,5,0,74497.5,0.27,messaging
3,216.0,2,3,0,23716.0,0.03,messaging
2,192.5,2,2,0,4.5,10.43,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.33,2,3,0,17876.33,0.03,messaging
2,198.0,2,2,0,2.0,10.45,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.67,2,3,0,18650.33,0.03,messaging
4,397.25,2,4,0,54662.92,3.54,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,338.5,2,2,0,38364.5,0.26,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,243.33,2,3,0,35769.33,4.13,messaging
2,204.0,2,2,0,98.0,0.92,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.33,2,3,0,18808.33,4.1,messaging
2,196.5,2,2,0,0.5,0.91,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,335.25,2,4,0,70842.25,0.34,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.33,2,3,0,7710.33,0.1,messaging
3,217.67,2,3,0,24430.33,0.89,messaging
5,169.4,2,5,0,5398.8,0.38,messaging
6,171.67,2,6,0,11557.07,1.99,messaging
5,215.0,2,5,0,10573.0,4.76,messaging
6,193.0,2,6,0,20590.4,3.98,messaging
6,183.67,2,6,0,13304.27,3.93,messaging
6,168.67,2,6,0,11072.67,3.93,messaging
8,311.25,2,8,0,52825.64,2.89,messaging
2,293.0,2,2,0,968.0,0.15,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.67,2,3,0,7906.33,6.14,messaging
2,302.5,2,2,0,24.5,0.17,messaging
1,40.0,1,1,0,0.0,0.0,messaging
7,246.57,2,7,0,44617.29,2.63,messaging
2,394.0,2,2,0,11552.0,0.14,messaging
1,40.0,1,1,0,0.0,0.0,messaging
