number_of_packets,average_packet_length,number_of_unique_dests,TCP_protocol_count,UDP_protocol_count,Packet_length_variance,Inter_arrival_time_variance,label
3,175.33,2,3,0,15945.33,2.87,messaging
3,209.0,2,3,0,22071.0,1.23,messaging
3,146.67,2,3,0,8549.33,2.86,messaging
3,196.33,2,3,0,18332.33,1.24,messaging
3,144.67,2,3,0,8225.33,2.84,messaging
7,273.0,2,7,0,42084.33,0.54,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,378.6,2,5,0,77958.8,0.35,messaging
3,187.67,2,3,0,16366.33,1.9,messaging
3,226.33,2,3,0,27932.33,1.62,messaging
3,142.67,2,3,0,7909.33,2.32,messaging
3,193.67,2,3,0,17716.33,1.61,messaging
3,146.0,2,3,0,8443.0,2.32,messaging
3,196.33,2,3,0,18332.33,1.61,messaging
5,261.8,2,5,0,56630.2,0.08,messaging
3,144.67,2,3,0,8232.33,4.5,messaging
3,279.0,2,3,0,57361.0,0.07,messaging
3,144.67,2,3,0,8220.33,6.43,messaging
3,199.33,2,3,0,19041.33,0.08,messaging
3,144.67,2,3,0,8220.33,6.4,messaging
3,192.67,2,3,0,17496.33,0.08,messaging
3,143.67,2,3,0,8066.33,6.4,messaging
2,275.0,2,2,0,32.0,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8271.0,6.36,messaging
2,272.5,2,2,0,12.5,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.0,2,3,0,8128.0,6.35,messaging
2,305.5,2,2,0,2520.5,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.33,2,3,0,7702.33,6.35,messaging
2,272.5,2,2,0,4.5,0.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8321.33,6.33,messaging
2,267.0,2,2,0,2.0,0.14,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.33,2,3,0,8012.33,6.3,messaging
2,272.5,2,2,0,24.5,0.15,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,277.0,2,5,0,68043.5,0.33,messaging
3,483.67,2,3,0,97382.33,0.35,messaging
2,258.5,2,2,0,95484.5,0.0,messaging
3,171.67,2,3,0,14808.33,0.22,messaging
3,210.0,2,3,0,21819.0,3.36,messaging
3,145.33,2,3,0,8325.33,0.93,messaging
3,215.0,2,3,0,23781.0,3.38,messaging
3,145.33,2,3,0,8322.33,0.93,messaging
3,192.33,2,3,0,17416.33,3.37,messaging
3,145.0,2,3,0,8281.0,0.93,messaging
3,195.33,2,3,0,18097.33,3.4,messaging
3,144.33,2,3,0,8164.33,0.9,messaging
3,195.33,2,3,0,18097.33,3.42,messaging
3,144.67,2,3,0,8225.33,0.9,messaging
3,196.33,2,3,0,18336.33,3.42,messaging
3,144.33,2,3,0,8170.33,0.9,messaging
3,196.67,2,3,0,18412.33,3.41,messaging
4,350.0,2,4,0,75180.67,0.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,151.33,2,3,0,9360.33,2.55,messaging
3,284.0,2,3,0,59052.0,0.11,messaging
3,139.67,2,3,0,7462.33,6.15,messaging
3,199.67,2,3,0,19140.33,0.1,messaging
20,323.05,2,20,0,163878.58,0.01,messaging
3,145.33,2,3,0,8321.33,5.23,messaging
3,195.33,2,3,0,18097.33,0.1,messaging
4,434.5,2,4,0,41670.33,0.05,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.0,2,3,0,18277.0,0.85,messaging
3,301.0,2,3,0,59281.0,1.41,messaging
5,97.6,2,5,0,1036.8,0.56,messaging
3,194.67,2,3,0,17942.33,0.42,messaging
3,154.67,2,3,0,10030.33,1.4,messaging
3,214.67,2,3,0,23457.33,2.59,messaging
3,144.33,2,3,0,8170.33,1.4,messaging
2,201.0,2,2,0,32.0,2.27,messaging
3,318.33,2,3,0,125442.33,0.0,messaging
3,203.0,2,3,0,20233.0,0.12,messaging
2,196.5,2,2,0,24.5,6.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18433.33,0.63,messaging
2,196.0,2,2,0,2.0,6.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18112.33,0.63,messaging
2,200.0,2,2,0,8.0,6.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18186.33,0.65,messaging
2,194.0,2,2,0,0.0,6.07,messaging
6,296.83,2,6,0,78342.17,0.0,messaging
2,287.5,2,2,0,480.5,3.42,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,341.5,2,2,0,43512.5,2.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,284.0,2,2,0,128.0,3.69,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,198.5,2,2,0,60.5,2.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,297.0,2,2,0,1682.0,3.7,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,196.0,2,2,0,8.0,2.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.67,2,3,0,18186.33,2.43,messaging
2,194.5,2,2,0,24.5,2.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,193.67,2,3,0,17722.33,2.44,messaging
2,197.5,2,2,0,40.5,2.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,197.0,2,3,0,18493.0,2.45,messaging
5,291.6,2,5,0,81052.3,0.01,messaging
3,146.33,2,3,0,8482.33,0.13,messaging
3,244.0,2,3,0,35568.0,5.0,messaging
3,163.33,2,3,0,12192.33,0.32,messaging
4,203.25,2,4,0,210.92,1.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7957.0,0.61,messaging
3,343.33,2,3,0,69332.33,0.0,messaging
3,146.33,2,3,0,8482.33,7.73,messaging
3,196.33,2,3,0,18332.33,0.0,messaging
5,312.0,2,5,0,56219.5,1.17,messaging
3,295.33,2,3,0,52992.33,1.71,messaging
3,204.0,2,3,0,20428.0,1.09,messaging
3,142.0,2,3,0,7812.0,3.09,messaging
3,199.33,2,3,0,19041.33,1.08,messaging
5,269.2,2,5,0,68820.7,0.09,messaging
3,147.33,2,3,0,8704.33,2.45,messaging
3,277.67,2,3,0,55246.33,0.66,messaging
3,150.0,2,3,0,9219.0,3.97,messaging
3,538.33,2,3,0,218114.33,0.05,messaging
3,203.0,2,3,0,19969.0,0.3,messaging
3,189.0,2,3,0,21621.0,3.96,messaging
3,237.0,2,3,0,32767.0,0.65,messaging
3,142.67,2,3,0,7905.33,3.98,messaging
3,195.67,2,3,0,18174.33,0.66,messaging
3,185.0,2,3,0,19929.0,3.97,messaging
5,241.8,2,5,0,33605.2,0.0,messaging
3,163.33,2,3,0,12369.33,0.3,messaging
3,243.33,2,3,0,35632.33,0.01,messaging
3,219.67,2,3,0,37550.33,7.21,messaging
3,194.0,2,3,0,17803.0,0.01,messaging
5,339.2,2,5,0,46821.7,1.13,messaging
2,271.5,2,2,0,60.5,1.33,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,284.67,2,3,0,67097.33,0.07,messaging
2,287.0,2,2,0,128.0,9.65,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.67,2,3,0,8537.33,0.08,messaging
2,276.0,2,2,0,98.0,9.6,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.33,2,3,0,7702.33,0.08,messaging
5,233.0,2,5,0,27138.0,2.88,messaging
2,274.5,2,2,0,0.5,0.11,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,162.0,2,3,0,12124.0,0.01,messaging
2,275.0,2,2,0,0.0,11.01,messaging
3,142.33,2,3,0,7866.33,0.01,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,208.8,2,5,0,12942.2,4.37,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,356.0,2,5,0,57891.5,0.66,messaging
3,177.0,2,3,0,15267.0,3.05,messaging
3,213.67,2,3,0,23126.33,0.5,messaging
1,193.0,1,1,0,0.0,0.0,messaging
2,117.5,2,2,0,12012.5,0.0,messaging
3,197.33,2,3,0,18569.33,0.52,messaging
3,143.33,2,3,0,8033.33,4.34,messaging
3,194.0,2,3,0,17788.0,0.51,messaging
3,144.33,2,3,0,8164.33,4.34,messaging
3,198.33,2,3,0,18802.33,0.51,messaging
3,141.0,2,3,0,7653.0,4.34,messaging
3,196.33,2,3,0,18330.33,0.5,messaging
3,147.0,2,3,0,8589.0,4.35,messaging
3,195.67,2,3,0,18176.33,0.52,messaging
3,142.67,2,3,0,7921.33,4.31,messaging
3,194.33,2,3,0,17864.33,0.53,messaging
5,281.2,2,5,0,72284.7,1.5,messaging
3,144.0,2,3,0,8137.0,1.03,messaging
3,201.0,2,3,0,19483.0,0.02,messaging
3,144.67,2,3,0,8220.33,7.05,messaging
3,199.0,2,3,0,18981.0,0.02,messaging
3,163.67,2,3,0,12526.33,7.05,messaging
3,197.0,2,3,0,18489.0,0.02,messaging
3,146.67,2,3,0,8549.33,7.0,messaging
3,195.67,2,3,0,18194.33,0.02,messaging
3,142.0,2,3,0,7828.0,6.98,messaging
3,199.33,2,3,0,19076.33,0.02,messaging
3,145.67,2,3,0,8380.33,7.0,messaging
3,278.33,2,3,0,59114.33,0.02,messaging
3,144.67,2,3,0,8217.33,7.01,messaging
3,220.33,2,3,0,25446.33,0.03,messaging
2,211.0,2,2,0,162.0,6.29,messaging
3,276.0,2,3,0,78636.0,0.0,messaging
3,197.67,2,3,0,18644.33,0.57,messaging
2,196.0,2,2,0,18.0,1.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18112.33,3.23,messaging
2,199.0,2,2,0,8.0,1.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.0,2,3,0,18256.0,3.25,messaging
2,196.0,2,2,0,72.0,1.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,251.8,2,5,0,50377.7,0.61,messaging
5,210.0,2,5,0,10184.0,0.33,messaging
5,198.6,2,5,0,9522.8,4.91,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,206.5,2,4,0,249.0,0.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
8,313.12,2,8,0,75229.84,0.29,messaging
3,226.67,2,3,0,28534.33,0.02,messaging
5,166.8,2,5,0,5211.2,2.67,messaging
3,193.33,2,3,0,17658.33,0.42,messaging
3,172.0,2,3,0,14437.0,0.23,messaging
3,197.0,2,3,0,18493.0,5.45,messaging
3,142.67,2,3,0,7914.33,0.22,messaging
3,195.0,2,3,0,18039.0,5.51,messaging
3,141.0,2,3,0,7671.0,0.2,messaging
5,309.0,2,5,0,48886.0,2.92,messaging
3,204.0,2,3,0,28453.0,0.33,messaging
3,228.0,2,3,0,28717.0,5.49,messaging
3,224.33,2,3,0,28564.33,0.2,messaging
5,276.8,2,5,0,66274.7,0.17,messaging
3,164.33,2,3,0,12586.33,0.03,messaging
3,228.33,2,3,0,26944.33,2.39,messaging
3,142.67,2,3,0,7986.33,1.57,messaging
3,198.0,2,3,0,18727.0,2.38,messaging
3,147.0,2,3,0,8587.0,1.57,messaging
3,196.33,2,3,0,18342.33,2.42,messaging
3,145.33,2,3,0,8322.33,1.56,messaging
10,280.5,2,10,0,45424.72,0.0,messaging
3,160.67,2,3,0,11761.33,0.04,messaging
2,324.0,2,2,0,512.0,0.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8062.33,5.38,messaging
3,194.0,2,3,0,17788.0,0.24,messaging
5,171.4,2,5,0,5661.8,1.73,messaging
2,197.0,2,2,0,0.0,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,195.33,2,3,0,18112.33,0.74,messaging
3,152.0,2,3,0,9552.0,3.72,messaging
3,197.33,2,3,0,18581.33,0.77,messaging
5,169.8,2,5,0,5358.2,1.42,messaging
2,193.5,2,2,0,0.5,1.71,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,196.67,2,3,0,18444.33,0.03,messaging
3,147.0,2,3,0,8593.0,6.99,messaging
3,218.33,2,3,0,25574.33,0.03,messaging
3,143.33,2,3,0,8009.33,6.91,messaging
3,196.67,2,3,0,18409.33,0.03,messaging
3,142.67,2,3,0,7905.33,6.97,messaging
3,196.0,2,3,0,18256.0,0.03,messaging
5,275.2,2,5,0,70093.2,0.01,messaging
3,164.0,2,3,0,12828.0,6.04,messaging
3,206.33,2,3,0,21022.33,0.04,messaging
3,145.67,2,3,0,8374.33,6.78,messaging
3,194.0,2,3,0,17787.0,0.04,messaging
3,142.33,2,3,0,7856.33,6.82,messaging
3,196.67,2,3,0,18412.33,0.04,messaging
3,144.33,2,3,0,8166.33,6.8,messaging
3,195.0,2,3,0,18021.0,0.04,messaging
3,143.33,2,3,0,8012.33,6.8,messaging
3,218.33,2,3,0,25574.33,0.04,messaging
5,407.0,2,5,0,71342.5,3.45,messaging
3,222.33,2,3,0,40186.33,0.02,messaging
3,202.67,2,3,0,20041.33,0.36,messaging
3,143.0,2,3,0,7963.0,4.86,messaging
3,192.67,2,3,0,17481.33,0.36,messaging
3,143.33,2,3,0,8012.33,4.83,messaging
3,200.0,2,3,0,19249.0,0.38,messaging
3,144.0,2,3,0,8116.0,4.81,messaging
3,193.33,2,3,0,17637.33,0.37,messaging
5,304.6,2,5,0,51134.3,0.09,messaging
3,204.0,2,3,0,20397.0,2.33,messaging
3,241.67,2,3,0,51964.33,0.03,messaging
3,227.0,2,3,0,28483.0,6.87,messaging
3,147.33,2,3,0,8644.33,0.03,messaging
3,196.0,2,3,0,18277.0,6.86,messaging
3,145.33,2,3,0,8357.33,0.03,messaging
3,197.33,2,3,0,18590.33,6.9,messaging
3,143.0,2,3,0,7977.0,0.03,messaging
3,279.0,2,3,0,57603.0,6.87,messaging
3,142.0,2,3,0,7819.0,0.03,messaging
3,206.0,2,3,0,20788.0,6.92,messaging
3,147.67,2,3,0,8694.33,0.03,messaging
5,310.2,2,5,0,52871.2,0.4,messaging
2,322.5,2,2,0,4140.5,3.68,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,221.33,2,3,0,38117.33,0.14,messaging
2,276.5,2,2,0,40.5,8.88,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7977.0,0.14,messaging
4,364.25,2,4,0,100710.92,2.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,300.5,2,2,0,1300.5,0.45,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,162.67,2,3,0,11961.33,0.63,messaging
2,322.5,2,2,0,3280.5,6.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.67,2,3,0,7906.33,0.62,messaging
2,367.5,2,2,0,18624.5,6.2,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,139.33,2,3,0,7409.33,0.61,messaging
2,276.5,2,2,0,12.5,6.16,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,141.67,2,3,0,7772.33,0.63,messaging
2,277.5,2,2,0,220.5,6.18,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,147.0,2,3,0,8607.0,0.62,messaging
2,277.0,2,2,0,32.0,6.2,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.33,2,3,0,8184.33,0.61,messaging
5,277.4,2,5,0,76490.3,0.17,messaging
3,142.0,2,3,0,7812.0,0.03,messaging
3,216.0,2,3,0,24016.0,1.49,messaging
3,162.33,2,3,0,12094.33,2.5,messaging
3,197.0,2,3,0,18489.0,1.51,messaging
3,147.0,2,3,0,8587.0,2.47,messaging
3,193.33,2,3,0,17633.33,1.52,messaging
5,268.8,2,5,0,65797.7,0.06,messaging
6,170.5,2,6,0,11580.7,3.04,messaging
6,169.67,2,6,0,11213.07,3.85,messaging
5,171.4,2,5,0,5640.3,2.16,messaging
3,250.67,2,3,0,39369.33,0.68,messaging
3,143.67,2,3,0,8060.33,3.36,messaging
3,344.67,2,3,0,69812.33,0.92,messaging
3,139.67,2,3,0,7456.33,3.33,messaging
3,213.0,2,3,0,23047.0,0.94,messaging
3,143.33,2,3,0,8012.33,3.35,messaging
5,234.8,2,5,0,35179.7,0.43,messaging
3,195.0,2,3,0,18025.0,0.01,messaging
2,195.0,2,2,0,2.0,0.36,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,347.6,2,5,0,96685.3,0.68,messaging
3,220.33,2,3,0,26460.33,0.05,messaging
2,348.5,2,2,0,14964.5,3.15,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,198.0,2,3,0,18724.0,1.87,messaging
2,194.5,2,2,0,0.5,3.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,276.33,2,3,0,56170.33,1.86,messaging
2,353.5,2,2,0,52164.5,3.13,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,224.0,2,3,0,26913.0,1.9,messaging
2,191.0,2,2,0,18.0,3.11,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,310.6,2,5,0,49536.3,0.61,messaging
2,303.5,2,2,0,1984.5,0.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,343.0,2,2,0,44402.0,3.56,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,286.5,2,2,0,420.5,2.48,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,201.5,2,2,0,24.5,3.57,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,191.0,2,3,0,17103.0,1.63,messaging
2,197.0,2,2,0,32.0,3.5,messaging
1,40.0,1,1,0,0.0,0.0,messaging
4,342.75,2,4,0,78284.92,0.71,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,307.0,2,2,0,1568.0,0.1,messaging
1,40.0,1,1,0,0.0,0.0,messaging
8,303.25,2,8,0,48345.93,0.07,messaging
3,236.0,2,3,0,29653.0,6.4,messaging
3,147.0,2,3,0,8589.0,0.06,messaging
3,238.67,2,3,0,33445.33,6.5,messaging
3,145.0,2,3,0,8271.0,0.06,messaging
3,192.67,2,3,0,17496.33,6.55,messaging
3,142.67,2,3,0,7941.33,0.06,messaging
5,251.2,2,5,0,46188.2,2.74,messaging
3,253.33,2,3,0,41529.33,0.14,messaging
3,143.0,2,3,0,7999.0,1.82,messaging
3,262.0,2,3,0,45244.0,2.1,messaging
3,212.67,2,3,0,33596.33,1.83,messaging
3,232.67,2,3,0,30144.33,2.08,messaging
3,160.67,2,3,0,11761.33,1.85,messaging
4,354.0,2,4,0,20776.67,0.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,228.2,2,5,0,25179.2,3.23,messaging
3,226.0,2,3,0,26091.0,0.06,messaging
3,167.0,2,3,0,12909.0,0.51,messaging
3,197.33,2,3,0,18569.33,4.36,messaging
3,143.33,2,3,0,8044.33,0.52,messaging
3,197.0,2,3,0,18487.0,4.35,messaging
3,140.67,2,3,0,7604.33,0.53,messaging
5,284.2,2,5,0,32073.2,1.37,messaging
3,220.0,2,3,0,25900.0,0.42,messaging
3,295.0,2,3,0,63531.0,0.33,messaging
3,234.0,2,3,0,28228.0,4.98,messaging
3,149.67,2,3,0,9020.33,0.32,messaging
4,321.0,2,4,0,60522.0,0.77,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8346.33,0.12,messaging
3,202.33,2,3,0,19784.33,0.61,messaging
3,164.0,2,3,0,12432.0,4.07,messaging
3,228.33,2,3,0,29464.33,0.61,messaging
5,286.0,2,5,0,34281.5,0.39,messaging
3,167.33,2,3,0,13184.33,1.34,messaging
3,223.67,2,3,0,27106.33,0.99,messaging
3,174.33,2,3,0,15790.33,3.31,messaging
3,193.33,2,3,0,17637.33,0.97,messaging
3,149.67,2,3,0,9022.33,3.31,messaging
2,271.5,2,2,0,0.5,1.5,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.33,2,3,0,8322.33,0.0,messaging
2,270.0,2,2,0,50.0,0.98,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,272.5,2,2,0,60.5,2.49,messaging
3,314.33,2,3,0,87244.33,0.0,messaging
2,261.0,2,2,0,8450.0,0.67,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,203.33,2,3,0,20297.33,3.58,messaging
2,203.0,2,2,0,8.0,0.89,messaging
3,330.0,2,3,0,142599.0,0.0,messaging
3,152.0,2,3,0,9529.0,1.75,messaging
5,321.6,2,5,0,31332.3,0.25,messaging
3,161.33,2,3,0,11617.33,4.61,messaging
3,203.0,2,3,0,20017.0,0.04,messaging
3,165.67,2,3,0,12600.33,6.7,messaging
3,196.0,2,3,0,18252.0,0.05,messaging
3,141.33,2,3,0,7705.33,6.7,messaging
3,193.33,2,3,0,17634.33,0.05,messaging
3,145.33,2,3,0,8322.33,6.69,messaging
3,272.67,2,3,0,55000.33,0.05,messaging
3,143.0,2,3,0,7959.0,6.68,messaging
3,203.67,2,3,0,20200.33,0.05,messaging
5,296.4,2,5,0,41284.3,0.11,messaging
3,164.0,2,3,0,12432.0,0.03,messaging
3,303.33,2,3,0,53529.33,4.6,messaging
3,143.0,2,3,0,7959.0,0.42,messaging
5,167.8,2,5,0,5244.2,0.02,messaging
3,141.33,2,3,0,7701.33,1.49,messaging
3,214.0,2,3,0,23436.0,0.44,messaging
3,141.67,2,3,0,7754.33,4.57,messaging
3,195.33,2,3,0,18100.33,0.45,messaging
5,202.6,2,5,0,10808.3,2.71,messaging
3,336.67,2,3,0,111804.33,0.0,messaging
3,205.67,2,3,0,20824.33,6.79,messaging
3,324.33,2,3,0,65464.33,0.01,messaging
3,211.67,2,3,0,22122.33,7.33,messaging
3,142.33,2,3,0,7866.33,0.01,messaging
3,197.33,2,3,0,18574.33,7.36,messaging
3,143.67,2,3,0,8080.33,0.01,messaging
3,194.67,2,3,0,17941.33,7.36,messaging
3,142.0,2,3,0,7828.0,0.01,messaging
3,194.67,2,3,0,17945.33,7.41,messaging
3,146.33,2,3,0,8480.33,0.01,messaging
5,331.4,2,5,0,54519.8,2.19,messaging
3,222.33,2,3,0,26656.33,0.49,messaging
3,304.33,2,3,0,62304.33,0.01,messaging
3,198.0,2,3,0,18732.0,7.22,messaging
3,145.0,2,3,0,8271.0,0.01,messaging
5,278.2,2,5,0,75498.2,0.28,messaging
3,223.33,2,3,0,26433.33,3.85,messaging
3,143.0,2,3,0,7957.0,0.71,messaging
3,198.67,2,3,0,18882.33,3.83,messaging
3,149.33,2,3,0,8965.33,0.7,messaging
3,196.67,2,3,0,18408.33,3.86,messaging
3,140.33,2,3,0,7552.33,0.69,messaging
5,303.8,2,5,0,47019.2,0.03,messaging
3,195.0,2,3,0,18031.0,0.06,messaging
3,147.33,2,3,0,8656.33,5.13,messaging
3,197.67,2,3,0,18644.33,0.28,messaging
3,144.0,2,3,0,8121.0,5.17,messaging
3,197.33,2,3,0,18566.33,0.29,messaging
3,144.67,2,3,0,8225.33,5.13,messaging
3,214.33,2,3,0,23916.33,0.3,messaging
3,143.33,2,3,0,8009.33,5.09,messaging
3,196.67,2,3,0,18433.33,0.31,messaging
3,142.0,2,3,0,7812.0,5.04,messaging
2,391.5,2,2,0,29524.5,0.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,194.33,2,3,0,23414.33,5.0,messaging
2,282.5,2,2,0,364.5,0.51,messaging
1,40.0,1,1,0,0.0,0.0,messaging
1,223.0,1,1,0,0.0,0.0,messaging
4,266.75,2,4,0,63401.58,0.0,messaging
5,363.4,2,5,0,64951.8,1.72,messaging
3,216.67,2,3,0,34433.33,0.05,messaging
3,228.67,2,3,0,28296.33,0.57,messaging
3,143.0,2,3,0,7957.0,4.21,messaging
3,195.33,2,3,0,18132.33,0.56,messaging
3,142.0,2,3,0,7812.0,4.2,messaging
3,194.33,2,3,0,17870.33,0.57,messaging
3,142.67,2,3,0,7905.33,4.16,messaging
3,197.67,2,3,0,18664.33,0.56,messaging
3,143.67,2,3,0,8062.33,4.21,messaging
3,192.33,2,3,0,17404.33,0.59,messaging
3,143.33,2,3,0,8008.33,4.14,messaging
3,194.0,2,3,0,17803.0,0.59,messaging
3,143.33,2,3,0,8017.33,4.14,messaging
2,303.0,2,2,0,1250.0,0.91,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8275.0,4.14,messaging
2,323.0,2,2,0,3362.0,0.95,messaging
1,40.0,1,1,0,0.0,0.0,messaging
2,235.5,2,0,2,1404.5,0.57,messaging
3,212.67,2,3,0,32561.33,1.97,messaging
2,270.5,2,2,0,0.5,0.94,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.67,2,3,0,8066.33,4.09,messaging
2,389.5,2,2,0,28560.5,0.97,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,146.67,2,3,0,8537.33,4.04,messaging
2,299.5,2,2,0,1012.5,0.96,messaging
1,40.0,1,1,0,0.0,0.0,messaging
5,262.2,2,5,0,51626.2,0.19,messaging
2,273.5,2,2,0,0.5,7.47,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,165.33,2,3,0,12742.33,0.49,messaging
2,377.0,2,2,0,19602.0,6.72,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,145.0,2,3,0,8269.0,0.5,messaging
2,307.0,2,2,0,1568.0,6.68,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7957.0,0.48,messaging
2,278.5,2,2,0,12.5,6.78,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,142.33,2,3,0,7896.33,0.48,messaging
2,197.5,2,2,0,4.5,1.87,messaging
3,328.67,2,3,0,135937.33,0.0,messaging
3,163.33,2,3,0,12633.33,0.5,messaging
2,299.0,2,2,0,1058.0,0.07,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,144.67,2,3,0,8241.33,6.7,messaging
3,198.33,2,3,0,18808.33,0.05,messaging
3,142.67,2,3,0,7906.33,6.62,messaging
3,197.0,2,3,0,18493.0,0.05,messaging
3,146.67,2,3,0,8542.33,6.66,messaging
3,196.33,2,3,0,18330.33,0.05,messaging
3,142.67,2,3,0,7930.33,6.64,messaging
3,196.0,2,3,0,18252.0,0.05,messaging
3,143.67,2,3,0,8062.33,6.62,messaging
3,196.67,2,3,0,18409.33,0.05,messaging
3,141.67,2,3,0,7752.33,6.64,messaging
3,195.33,2,3,0,18100.33,0.05,messaging
3,143.33,2,3,0,8017.33,6.58,messaging
3,196.67,2,3,0,18433.33,0.05,messaging
5,254.0,2,5,0,51836.0,0.02,messaging
3,149.0,2,3,0,8923.0,5.07,messaging
3,215.33,2,3,0,23840.33,0.11,messaging
3,145.0,2,3,0,8289.0,6.06,messaging
3,194.33,2,3,0,17884.33,0.11,messaging
3,144.67,2,3,0,8232.33,6.05,messaging
3,195.0,2,3,0,18025.0,0.12,messaging
3,472.67,2,3,0,119074.33,0.12,messaging
2,281.5,2,2,0,116644.5,0.0,messaging
3,208.33,2,3,0,21342.33,1.04,messaging
3,223.0,2,3,0,38923.0,0.99,messaging
3,217.67,2,3,0,24376.33,3.24,messaging
3,145.33,2,3,0,8322.33,1.01,messaging
19,337.95,2,19,0,168297.72,0.09,messaging
3,198.0,2,3,0,18787.0,1.1,messaging
3,141.33,2,3,0,7705.33,1.02,messaging
4,363.75,2,4,0,28170.25,0.06,messaging
1,40.0,1,1,0,0.0,0.0,messaging
3,143.0,2,3,0,7987.0,6.29,messaging
3,204.67,2,3,0,20625.33,0.01,messaging
5,97.6,2,5,0,1036.8,0.62,messaging
3,144.67,2,3,0,8220.33,2.87,messaging
3,196.0,2,3,0,18253.0,0.01,messaging
3,140.33,2,3,0,7552.33,7.33,messaging
3,196.33,2,3,0,18332.33,0.01,messaging
3,144.0,2,3,0,8121.0,7.26,messaging
3,196.67,2,3,0,18412.33,0.01,messaging
3,141.0,2,3,0,7657.0,7.2,messaging
